"id","rating","review"
30975,5,"I have long, thick hair.  Why did it take me so long to find this brush?  Actually, I had no idea it existed until I read in a magazine.  My hair has THE best blow outs, I don't even need to use a straightener.  For some reason, my hair takes LESS time to dry with this brush.  Buy it on Amazon.  It's expensive on Nordstroms website."
402250,4,"There was some mild tingling when applied.  It is better than most compacts and I like that the applicator is on the bottom and not touching the product all the time.  (The last powder I got didn't even have an applicator or room to put one (?).)  It does cover and even out my skin tone.

The price is a little high and I can get the same coverage from Neutrogena for less money."
478257,5,"Awesome Clipper"
262606,5,"Washes without being harsh. Doesn't dry out my hair, which is very important for curly hair."
27813,1,"This top coat is not worth the money. Go to your discount store and buy their top coat. You will have the same results. My polish chipped within 24 hours of applying the top coat. Armor? huh?"
23971,5,"Toppik gets the job done.  It is easy to apply, does not irritate the scalp, blends well with hair, and is not messy.

William"
65588,5,"I might be a victim of the placebo effect, but this stuff works wonders. It won't stop you from sweating and it doesn't really offer all day protection if you're doing a lot of physical activity that day. However, it works great, doesn't stain white shirts and the ingredient list doesn't contain aluminum."
271713,5,"Beautiful color!!!,!  Love. OPI"
233427,5,"Love this stuff. Good protection and I love the color which blends in nicely when I am tanned. It's think enough to spread easily too."
309933,5,"Light weight. Covers well. Looks good."
484782,5,"Not clumpy! Great volume. I highly recommend."
520253,3,"It's ok.  A bit too much sparkle for me.  I really wish they would bring back the puppy color."
558811,5,"My hair is in terrible condition. Highlighted, over processed blonde hair and this makes it look much better!"
521874,5,"NO breakage unlike other creams. I love it. Its been about 3 wks.  I will be using this from now on, Im really really really impressed. My hair doesnt looked fried. So far best straightener."
351351,5,"I buy this for my husband because I love the smell. Thank goodness he likes it too. Can only buy through Amazon."
423750,5,"I will buy this again, works as expected."
50407,5,"love this fragarance, smelled in a magaxine and i knew i had to have it and your price was great"
427894,5,"Best Hair Product I ever have!"
242777,5,"Great product, great color. I only use 1 coat and top with the Vinylux weekly top coat and it does last a week!"
493132,5,"my best brush ever. I wish I knew it years ago."
448476,4,"Can't go wrong wet-shaving with Proraso!"
461944,5,"I have extremely dry and sensitive skin. I have used this product for 4 days now and feel a huge difference in my skin. My skin is so soft and feels more hydrated the more I use this. It also cleans very well."
359757,4,"great deal."
558545,4,"Like this concealer,color was close to what I have used before. Like that it has a moisturizer on top, but there was no instructions on where to use the moisturizer, lips or face etc"
131847,5,"It's good to feel confident again when you go to work. I hate how my hair started thinning, but after applying this, I was shocked how well it works. It's super easy to put on as well. Just comb your hair, sprinkle on the parts that are thinning / balding, then put some small amount of gel to hold the shape and you're all set!"
555828,2,"Wouldn't buy again.  Stings eyes, doesn't ""melt"" eye makeup away.... you have to really scrub it in and then it inevitably gets into your eyes and STINGS.  There are better products out there for this price.  My favorite is DHC Cleansing Oil - I doubt I'll try anything else after this."
48512,1,"Too big for my hair, had to return for a smaller barrel. Nothing wrong with actual product Hard to judge the size."
182517,2,"Made no difference. Didnt work for me. It did dry my skin in the surface though just not deep enough to dry the cysts."
1563,5,"Wonderful modern unisex perfume. Love it!!"
177845,5,"I like this curling iron. It works great and give me nice loose curls. I've been using it every two days since I got it. I don't use hair spray. I just curl it and it hold up for two days! It have different temperature. But you have to be careful not to burn you self. Every part that is gold, it heats up. 1.5 inch is perfect for loose curls!"
2045,5,"Works VERY well. I use it behind my arms and the small bumps went away!"
302949,5,"Good"
491126,1,"this is one of those luxery items you pay alot for but didn't see any benefit. Its really useless and a waste of money"
243246,5,"Beautiful color"
557713,5,"Great non-sticky paste; smells good, holds well."
252491,4,"I really like this product. La Roche Posay is a great skin care brand. Serozinc helps me with redness on my face and razor bumps on legs. It just feels like plain water when sprayed on and dries quickly. I will definitely repurchase. I have ordered from Apothekary before and had no problems."
339902,4,"I works well, love the results."
432455,3,"leaves hair very stiff"
152466,3,"The smell is pleasant and my hair was smoother but I did notice that it did seem to weigh my hair down more than I would like in addition to having to wash my hair sooner due to the product. I'll try it a few more times though."
126543,5,"Very good! It seems worked!"
569094,3,"Like the pink. The other one not so much. The sparkles leave it feeling rough on top of your nail. I prefer a smooth finish. Not as sparkley as it looks in the bottle. Just average polish I would say."
160402,4,"You only need to use a very small amount.  The product spreads easily and smoothly.  Has a nice fragrence.  Only time will tell as far as the results go but my friend used it and I notice a big difference is about 2 months."
47178,5,"Using this dryer made my wife wonder why she boght cheap blow dryers for so many years.  This one drys quickly and hasn't lost any power in the almost year she has had it.  She already says this will be the next one she buys when this one eventually dies."
25979,5,"Heavy, long lasting, feels good on my skin. Those are the important features. Now it smells really mediciny , and I don't like that. I am an artist so I stay washing my hands and they are or were dry as ash! This is expensive lotion as far as my lifestyle goes but it was worth it."
62469,5,"Love this brand and scent."
423736,5,"Very nice. Lasts a few months if I just use it around the eye area."
29845,3,"it wasn't as minty as I was hoping"
524302,5,"I am over 50 so mineral makeup generally does not work for me anymore.  But I have to say that I love Pur Minerals.  I can really tell that it is good for my skin and it doesn't seem to settle into the fine lines like a lot of other powders.  My favorite way to use this, however, is for travel.  I travel a LOT for work and I just pack everything in this kit and I don't have to worry about carrying liquid makeup.  And it really lasts."
486199,4,"I actually got the color one time when I was at my nail salon and I loved it. I wrote the name down and did some research to get the nail polish. It's not getting the 5 stars because at times it can be thick and streak. Overall, I love the pink foil like color on my toes more than my finger nails. If you are going to get this polish I believe it is better on the toes and last a while!"
439653,5,"Wonderful scent and really smooths my hair!"
466963,5,"No more wasting money on makeup wipes! This does a better job of removing makeup and gives your skin a deep clean feeling without over drying. Must be made from magical fairy dust to be chemical free and still so effect! Soft materials is gentle on eyes and removed waterproof makeup very easily."
499668,5,"Great dispenser"
156337,5,"I've suffered from pesky blackheads for my entire life and have tried everything under the sun. I've seen the most significant results from this product over any other---by a LONG shot! My pores have significantly reduced in size after using it regularly. If the powder is clumpy or flaky on your face, the cotton ball isn't wet enough. I applied it with a barely damp cotton ball the first time I tried using it too, and it was clumpy, flaky, and fell off my face, as well. The second time, I thoroughly wet the cotton ball and squeezed out any access water before dabbing and smoothing it onto my face and things went perfectly. The powder should take on a clay/mud mask-like consistency if you apply it correctly (like the photo I included here). I've also found the best results when I remove it with astringent versus toner. It wipes right off!"
104360,5,"I ONLY use crabtree and evelyn soap, and have done so for years. I like it's scent - not too strong, and I like the way it rinses off without leaving a film. I have super sensitive skin and C&E soaps are one of the few that won't make me turn bright red after use. So I use it for my face, my body, my hands. Highly, highly recommended - all their triple milled flavors."
545406,5,"Ive purchased a couple pucks of the Slush Fund from my barbers at Judes Salon. I have super straight hair and let me tell ya guys.... this gum gives me volume and a chance to throw a little wave in my style. I typically rock a pompadour or a fade style and with a little hairspray and a hair dryer to set it, Im good to go for the whole day!"
453263,5,"If you don't buy another Wen products, buy this one. It makes your hair like silk, and it smells really great."
292713,3,"I have thin, coarse hair and this didn't work the way I was hoping it would. I think this would work great on the right hair type."
548569,5,"Feels like it might be too firm at first but it dries soft.  High quality stuff, worth the $21."
380694,2,"I love the Nantucket Briar scent by Crabtree and Evelyn.  I have purchased and used the lotion and love it.  I thought I would try the shower gel, and was so disappointed when the wonderful scent was almost nonexistent.  In addition, it did not lather well.  For the price, I expected it to be luxurious, and it is a long way from that.  I won't order it again."
154542,5,"Thick is a great product.  It works really well on my fine hair when I use an electric comb dryer."
398522,5,"Works great... however it is rather expensive. Not that you can find it cheaper anywhere else. It just costs more then I thought it should."
352225,5,"If I could give 100 stars, I would. It doesn't leave my hair greasy or sticky. It's like placing baby powder in my hair, but w/ an incredible aroma that remains and has a smile remaining on my face ALL DAY."
359032,5,"Bought a smaller bottle through my salon but found the pricing through Amazon was better.  More fabulous product and better price.  This organic conditioner along with the shampoo makes the hair feel full and soft, has a great fruity smell but not over-powering.  Would use this product again and again."
121799,5,"it's good if your hair is very dirty. It can really add body to your hair, but if you have dark hair it might be a little light in color. I tend to go to this product and reorder it when I m out when the spray bottle brands don't give me the coverage I need to make my hair look fresh."
474578,5,"perfect item. perfect delivery"
496181,5,"The only product that has helped my ingrowns, even after just one use."
70781,5,"I between using my obagi products, I use this product. This product is very gentle on the skin and it smells great! I will continue to order from this company and use the product."
215923,5,"Awesome dry shampoo! (Blow Pro's faux dry is a similar product that has also worked very well for me)! Klorane's non-aerosol gentle dry shampoo is wonderful! Klorane and Blow Pro have different primary ingredients (Klorane uses rice starch, while Blow Pro uses corn starch). I love how effective Klorane's gentle dry shampoo is at reviving my tired, flat hair while still being so gentle on my sensitive scalp! I have eczema and very dry skin year-round, and this product does not irritate whatsoever! I highly recommend it! I also love the non-aerosol version! It can be a little trickier to apply evenly than the aerosol version, but I have found that it lasts sooo much longer! The 1.7 ounce non-aerosol bottle will last me at least 6 months, and that is with me using it almost every day!"
167092,5,"My stylist told me about Toppik when she noticed how thin my hair was getting to be.  She purchased the 0.36oz/10.3g for me from the local beauty supply.  Even with her discount it was almost $25.  But I really liked how Toppik camouflages my thin spots.  Only a couple of people have noticed that there is something different with my hair.  Only one person realized what the difference was, and only because she'd also used Toppik.

Toppik is now a must-have product for me so I started looking for a better bargain and found it here.  I get almost more than twice the product for only a few $ more.

I would definitely recommend Toppik to anyone."
29593,3,"This polish is watery. Way more so then the other colors. maybe its a fake i don't know. I should have bought in store"
448842,5,"Been using for 2 weeks now. Love it!!"
444383,5,"I bought this from another site (Joyus) because I could get it for $100. I've had it about a month now and love it. The temperature control works wonderfully. I have thick hair and it usually takes 30-40 minutes to curl all of my hair with a standard curler. This curler does the job in under 20 minutes. I do hold each curl for about 5 seconds instead of the 3 recommended but I don't think it's a big deal. Love this curler!"
475318,4,"As per my wife who has been testing this eye treatment for a couple of weeks:
This cream comes in a small pump jar that works well. The scent is very mild and dissipates as soon as the cream absorbs into the skin. It feels slightly cooling after applying and that effect lasts for several minutes. While it's too early to tell if this product will have any long term effect, it definitely softened the wrinkles around the eyes immediately, and my under-eye circles are improved after only a few days."
570477,5,"Love it"
407965,1,"This product is so greasy! Your face will look like an oil slick. I just use it for my body now. Wouldn't buy again though."
260257,5,"I have been using this product for over 3 years now and recently recommended it to a friend and she bought it and loves it."
329218,2,"I threw this item in with one of my orders on amazon and when it arrived i was shocked at how small it was, for the $8-$9 i spent on this i guess i was expecting more, its just barely larger than the size of hotel free-bee products.. as for the product itself my wife claims its good stuff.

update, wife says she doesnt like it.. feels ""icky,gross"" when applying.. were returning it."
483447,4,"I really like it but one of the roller does not work.  The inside comes apart when you try pulling it out once it's heated."
401863,5,"Love this conditioner and the entire Amika line. All fabulous smelling products!"
194486,4,"I like using this shampoo because it gives my hair lots of volume. It allows you to nicely style your hair after each washing. It will also allow your hair to feel nice and clean the next day if you do not wash it on a daily basis."
376820,5,"SK-II Essence is magical!!! I will never stop using it!!! My skin tone is incredible and Im getting people seriously questioning my age. (Ive had no plastic surgery, btw)"
119736,5,"I go out of my way to find this conditioner.  My hair is thick and I use a blow dryer and hot iron to style it.  Needless to say, my hair appreciates a good conditioner.  ABBA really soothes and softens my hair, while strengthening it and without leaving any additional weight or residue feeling."
343193,5,"I had Venus Viva treatment, my doctor recommended to use this to cover up the minor and temporary discoloration, I tried all other BB and CC cream, but none of them worked as good as this one. It's light weight, easy to spread and give your skin a even tone."
191266,5,"I've been using this mud mask for over 25 years. It cleans your pores like no other mask AND it helps improve skin texture.
There is NO other mask I would use or recommend other than Borghese Fango!"
47444,5,"Although a bit heavier than other hairdryers, I love this thing.  It dries my hair super fast and leaves it much smoother.  Great product"
494705,2,"Incredibly expensive and seemed to do nothing for my curls whether I diffused them or let my hair dry naturally."
398616,5,"I did not purchase from Amazon because I needed it asap for an upcoming trip.  I bought it from a local retailer and I have to say that it is great for my hair.  I have hair with a tiny amount of body and I needed something to help with volume.  I tried another rotating type of hot air brush but it was worthless to me.  This product works as a curling iron would but is much less damaging to your hair and it is easy to use as the brush tips do not get hot.  It is extremely easy to use even on the back of your hair.  I was able to get my hair done in a very short amount of time.  I would really suggest giving it a try especially if you have limp, hard to style hair (especially in you live in a humid environment.)  Hope this helps!"
269201,5,"I have used this mask before I got it from a doctor I love the image products"
546667,5,"Another expensive makeup item but worth it love it"
146900,5,"Great tool for my hair needs."
118331,5,"I use it daily after showering.  I have thick, wavy hair that otherwise begins to mat and tangle itself.  This product keeps my hair shiny, smooth and healthy looking.

However, it is serum so it is definitely not for all hair types.  I would not recommend for someone with thin hair.  Also, use sparingly, one pump or sometimes even less is all you need depending on your hair type, length, and thickness.  I use a pump and a half for my hair but I have thick, long, and wavy hair.  (my hair is past my shoulders)"
35735,5,"Favorite natural concealer I have found thus far, and I've used a lot of the popular brands!"
424973,2,"So, I saw this in a video on Facebook advertised for ""Extremely pale"" ladies. I do fall under that definition. It did give me some great color, however, the majority of my color was just a facade and it did wash off the majority in the shower. **This was also confusing because the bottle said 1-3 hours to leave it on, and online it says 4-8 hours to leave it on.*** The next day, I did notice I was a bit more bronze than normal *NOT ORANGE* but bronze, which was nice. I had unrealistic expectations when thinking I could advance my skin tone a good 4 shades darker. So, I am on day 4 now. The bronzer has faded completely from my face and legs, however, still apparent on my stomach and arms. As it fades though, it has become blotchy and I am not satisfied with the look.

I don't plan on buying again."
278476,5,"Love it:)"
260542,5,"LOVE LOVE LOVE!! Leaves your hair bouncy, shiney, lovely! I actually don't have to wash my hair too often when I use this and the shiney shampoo. Love the smell. RUSK is my favorite holy grail brand! I also got their flat iron."
129030,5,"Love it. My brother introduced it to me. Works well without oily feeling or weighing down my hair."
350626,5,"Awesome smell and does not irritate like other anti-perspirants"
517779,5,"I have sensitive skin and was a little bit scare, thinking that this product would dry or irritate my skin. To the contrary, i have been using this product for over a week and it is doing wonders to my face. i apply it before shaving to prep my face for a pre-shave oil. After using this product my face has a glow."
471301,5,"I need to use a flat iron with a high temp because I have really thick unruly hair. The max temp is 425 and it's perfect. I had the classic velvet 2 inch chi in the past and it recently stopped working, but unfortunately they don't make them any more so this is the next best thing."
369130,1,"I'm a hair stylist and I have used many different brands, but hands down my favorite is hot tools. When this bubble wand worked, it worked really good. I've had it for only 5 months and it won't turn on at all.. It only comes with a 30 day return policy. Ugh..!"
570124,5,"Beautiful color, remains chip resistant longer than other polishes."
218431,4,"Love thus blow dryer.  It did take a month or so for that awful new smell wore off.  I used my previous baby bliss for 7 years before it caught fire and sparked out."
77887,5,"the product is very good and i 1st used it on  a cruise last year and wanted to continue to use it."
238989,3,"I got this and use it with large glitter nail polish but it doesn't work as great as I hoped it would."
439730,5,"Great product!"
144224,5,"I love this curling iron. My hair never holds curls, but it does now."
84329,4,"Very Good"
115260,5,"My hair dresser at Red Door recommended this to me, to preserve my highlight/low light color. And with blond hair, the color fades very quickly. Generally, I am very picky about hair products, but this is a fantastic dry shampoo. I went 3 days without a normal shampoo, and my hair couldn't have looked better. Very easy to use.. and smells good too. My only complaint is that it doesn't last that long-- I finished a bottle in about 2 weeks. BUT, price is much better on Amazon.. I paid over $20/bottle at the salon. Overall.. I am very pleased with this product and have recommended to all the women I know!"
168365,4,"Mango is a little more orange than I expected but nonetheless a very pretty color. I also bought wild rose and liked them both very much. The color is not quite as strong as a lipstick but certainly more than your average tinted balm. There is a mild pleasant scent."
284545,5,"Best toothpaste ever."
24558,5,"Has a really nice and refreshing taste. It smells really nice and leaves a nice flowery scent to your breath. Also makes my teeth feel really clean."
396014,5,"Fabulous product, i have been able to extend the time between color appointments. Best root cover up I have used."
554744,5,"My favorite perfume. So subtle, and not a lot of people have this scent...it's unique and my secret!"
440877,5,"Great product- not oily, feel a difference in my skin's texture right away."
54136,5,"So many compliments"
416139,5,"good stuff."
379437,4,"So far this works great. My only issue is how bulky it is - makes the actual drying of my hair a bit cumbersome. This is most likely user error though."
552571,5,"This is the best shave gel i ever used."
194607,5,"Exactly what my wife was looking for and was not able to buy locally.  She was pleased when it arrived in the mail so quickly."
423718,5,"Excellent eye cream!"
483112,5,"Speedy delivery, rollers work great and heat up fast."
314624,5,"Thank You"
568502,5,"Favorite baby wash and lotion. It smells heavenly."
14996,3,"Not the best option if you've got dry hair type.
You will still need to use another conditioner along with this."
177595,5,"Enfin un fer  boucler qui chauffe trs vite, reste bien chaud et fait de magnifiques boucles en un seul passage!
J'ai d achet un mini adaptateur de prise USA-France  moins de 3 et le tour tait jou :)"
493791,4,"It is my favorite  scent."
401066,5,"Baby bottom skin product alert! So happy with this product."
66522,2,"It leaves a wet crease on the eye lid. Have to constantly smear it during the day. Not so good"
136449,1,"The spa that i had my luxurious mani pedi used Butter. I had the silver glitter. The next day it chipped. I went back to the spa to have a redo. The manicurist that did my nails was out for the day ( so we can't blame her)  I had someone else redo my nails. Next day they were chipped again. I love the color and concept but chipped nails are not to sexy.  She told me that they have problems with butter. in fact when I yelped the spa a lot of clients complained that their polish came off. Perhaps they should switch brands? We aren't here to talk spa just the polish.
There are other low toxicity  brands Like Gabriel out there that stay on and have twice the contents for half the money.
So all in all not worth one star really but I guess the color was nice for the little time i saw it."
455906,5,"This mask is very nourishing and hydrating. I only use it once a month on my natural hair as it leaves my hair too protein loaded and dry if I use it weekly. I'd repurchase it in a heartbeat."
282666,5,"Amazing color!!!!"
433998,5,"Seriously, this is the best box I have received.  It's packed to the brim and the samples are actually a good size!"
285179,5,"This must be my 5th time ordering this lipstick from here! Every time I run out I come back for more:) this is the only kind that I use I love Jane Iredale products! My lips don't dry out like from other lipsticks and the color just looks so nice with my complexion"
63047,5,"great price. arrived on time. love the feel and smell on my face."
510660,5,"Love this color."
65855,5,"This product is great! After the first two uses my pores were clear and my skin tone was more balanced. By itself it can be slightly drying, but partner it with the double duty face moisturizer and you are good to go. Note this is a low lather product so don't over work your skin trying to get something to happen that just won't."
210,5,"feels great and smells even better!"
302107,1,"When I've used this product in the past, the shampoo was a dark brown liquid, almost a henna color. I loved that shampoo and it added good volume to my fine hair.
This time the shampoo is a honey color and I'm not sure why. I've shaken and shaken the bottle in case of settling but the color hasn't changed. I don't know if the formula changed or if it's an old bottle. Regardless I'm disappointed and not certain if I should use it or not."
292419,5,"My daughter has wicked heavy,straight hair and this product gives her volume and waves.  Good stuff!"
352984,2,"I got a super sized sample from sephora with my rewards points of this Juice Beauty Stem Cellular CC Cream. (Enough that I have been using it as my foundation every day for the past 2 weeks.) I do think there are a few pros to this product, but I just didn't like it. And here is why:

Yes, it does give decent coverage for a CC cream. That is the best part about the product, but I can find another product that has good coverage and not as many negatives as this one did for me. I also liked the refreshing and light smell of the product.

Cons: I couldn't stand how thick and heavy this felt on my face. It was goopy and sticky for probably 25 minutes after I put it on. And then after that initial sticky feeling left my face, it still felt really heavy. I can't stand sticky and heavy feeling foundations and this was only a CC cream so it didn't even have as much coverage as a foundation. No thank you. I have been using the Lumene Age freeze CC cream and I have been loving that, so I would recommend giving that a try. It's cheaper too."
120731,5,"Love this product. i like how it leaves my hair feeling light and soo easy to manage. the smell is not overpowering and smells like lemons/citrus"
380652,5,"This is by far the softest and most fragrant powder I have ever purchased.  I love it.  This is my second purchase.  I have always loved Crabtree & Evelyn products.  Thank you very much!"
79140,5,"I WAS EXCITED TO RECEIVE THIS PRODUCT.  I HAVE THIN EYE LASHES AND THIS PRODUCT HELPS MY MASCARA TO REALLY WORK WELL.  PLUS IT HELPS IT TO NOT RUN WHEN THE TEMP. OUTSIDE IS HOT.  I WAS REALLY PLEASED WITH THIS PRODUCT...MAKES A DIFFERENCE IN YOUR LASHES VERSES NOT USING  A PRIMER.  MASCARA GOES ON SO FAST AND SMOOTH."
271548,5,"Good product; worth the extra money. Not orangey at all...gives you a nice golden look. A little goes a long way too. As far as self-tanning products go, this is the most affordable and most natural looking I've ever tried. This is all I'll use from now on."
371334,4,"My shaves have never been better!"
404666,5,"High quality lotion that keeps your skin moisturizer without being greasy!"
425759,5,"This is a great buy!!! I love it! The concealer for dark circles is amazing. I would definitely recommend this to a friend!"
317779,5,"So pleased with my purchase.  Delivered on time and in great condition.  Will be placing an order again in the future."
56075,5,"RECOMENDADO"
19952,4,"Been using this consistenly for the past 2 months.  While it doesn't immediately eradicate spots I have noticed it minimizes the appearance (I live in Florida and wear SPF daily).  I will still continue to use this because of my skin's sensitivity to Hydroquinone."
141880,5,"Read others reviews & decided to try it..so glad I did. Great for setting your makeup...feels good."
150701,1,"This ""drying lotion"" did not work well at all for me. I had a few pimples soon after receiving this product and was able to use it right away. It did not dry my pimples up at all after using it faithfully daily for one week. I went back to an older less expensive product that works so much better. For 17.00 I expected a much better product."
185595,5,"My hair feel soft and slick after using it as opposed to the sticky, stripped feeling I have after normal washes in our hard water. This was recommended to me by my super picky hair stylist to combat hard water issues. I use the treatment every other month and the shampoo/conditioner twice a week."
130996,5,"I only wish I knew about this product sooner! My hair has become thinner and thinner over the years to the point where you can see my scalp on the top of my head. I have dark hair and fair skin, so the scalp really stands out. I don't have any hair loss, just a thinning of the hair strands as I get older. I was starting to get self-conscious about it as it would show up in photos and had become so noticeable. I've been dealing with this for the last five years or so, until I found this product. I am very low maintenance. I thought of trying Minoxidil, but the commitment and overall pain in the patootie of having to apply something everyday for a period of time with no guaranteed results seemed fruitless (not to mention the potential for having more unwanted body hair!). I was even considering looking into Bosley, but having hair restoration surgery seemed so over the top (not to mention incredibly expensive). Then I tried Toppik. It works! It takes about one minute or less to apply in the morning and stays put all day. Looks natural. Covers the scalp and blends in with the hair (it needs hair to blend with - this product would not work on someone with a chrome dome). I bought the ball applicator that puts the product exactly where you want it (especially as I like to keep my natural part showing, but use the product to cover the other areas of the scalp I don't want showing) and would highly suggest doing this. I've had no mess in the bathroom ever using this product. You do need to spray it in place, but any hairspray works - you don't need the Toppik spray. I have dark brown hair but use the medium brown color and it works great - I'd suggest going a shade lighter as this works for me. My only concern with using this is that I haven't been out in the rain yet, but am curious/scared of what might happen! Otherwise it stays put, looks natural, and no more going bald in photos! This has become a ""can't live without"" product. I've been using it for over a month now and I can say it's changed my life. Try it!"
114066,5,"I've always loved it and the fact that it comes in a glass nar is great for product freshness. I love the way it smells!"
392033,5,"Love it"
67189,4,"With prolonged use it does seem to make a little hair grow back but certainly no cure for thinning hair. Does smell nice though."
460004,5,"Does not flake!  I have very thick, unruly hair and this has helped the blow drying process quite a bit! My hairdresser also likes it and uses it (now that I've introduced her to it!)"
425900,5,"I love this concealer. Nothing has ever matched my skin tone this perfectly! The packaging did burst open at the sealed end of the tube after about a month and I did notice that the product separated a liitle as I got to the end of the tube. However the results achieved during the main life of the product were well worth it! It blends really REALLY well! I used it when going out on the town for a bachelorette party, and mine was the only concealer that stayed put through the whole night! Just be wary when using on oily skin! it can slide off if not applied on a dry canvas!"
499372,5,"We first bought this in Israel and wish we would have brought home more! Your skin feels like you've have had a treatment in the Dead Sea! A little goes a long way to heal dry skin."
86395,5,"lovely color"
69112,3,"Don't know if I would buy it again.  I say it is not easy to apply because it doesn't go on smooth.  It provides a hint of color, which is OK for daily wear but I haven't used it long enough to explain more."
236741,3,"Well i been using this product but haven't seen any results yet but i'm going to keep using it till i finish the bottle. Hopefully it works for me."
115733,4,"It's great. My hair feels significantly softer and stronger.

I'm only posting 4 stars because I've yet to find it the long-term benefits of using."
129063,5,"My girlfriend's mother works as the manager of an Elizabeth Arden branch and this is her favorite powder."
276092,5,"Recommended by my facial lady. Lightweight, nonirritating cream which I used during my trip to Fiji constantly, no sunburns here!"
361010,5,"Smells amazing. I'm a nurse and they make my sore feet feel soft and renewed."
105034,5,"I have used several different brands of setting powder before receiving this product.  My go to brand for the last year or so has been MakeUp Forever.  I am now a Vichy fan and will be purchasing this brand! I read the description about volcanic water and didn't really expect much but I am telling you this super fine powder is truly correcting and has improved my skin."
156058,5,"Love!"
389866,5,"the best"
86692,5,"Looks pretty on my pale Irish skin."
432691,5,"I tried this at an expensive gift store, but checked my phone and found I could purchase it on Amazon for a much better price!!  Some of the creamiest hand lotion I've ever tried!!"
146754,5,"I bought this product before I read the reviews on it. Most of the reviews were negative and said that this product was a fake and that it this flat iron didn't work like it was supposed to. I was extremely nervous about my purchase after I read these and with good reason, after shipping this product came to $134 and some change. I am not going to pay this much money for a fake.

Thankfully, the reviews that I read, were not accurate! I love this flat iron! It is amazing!! It works great on hair that I have slept on and hair that I have let air dry."
163984,2,"Did not work for me."
400821,4,"Very hydrating works great on neck and face I would buy again."
305493,5,"works"
182427,2,"Doesnt work for me."
159177,3,"I have mixed feelings.  I think this is a good moisture cream but it comes in an
 extremely small jar.
The first time I ordered it, it was only $4.00 dollars.  When I tried to order it the
second time it was the same price. ..but when I tried the third time it seemed to show
that the price had double to $8.50 for the same size jar.
When you're my age 67 yrs young, a small jar just isn't doing it."
473884,5,"This product helps add volume to my thin hair. Love it!"
491939,5,"Love this blush! So natural and neutral enough to pair will all your other eyeshadow shades.
Stays on and leaves a natural glow! Will definitely rebuy!"
335624,5,"I had received 2 small samples of this product from Sephora and after squeezing every last drop I was hooked. My hair is typically very curly and frizzy - the agave oil calms it, removes all frizz and gives it a healthy shine. I hate when my hair looks to greasy or slicked back but if you use just a dimes drop evenly distributed starting at the base of your hair and move up you will be SO happy with the results. My hair is bouncy, soft and smells GREAT. I use this when my hair is damp from the shower - blow dry- than add a tiny bit more to remove the frizz. VERY happy with this purchase. Will definitely buy it again."
417373,5,"Having sun damage, especially when you are aging needs really strong protection. Unfortunately, the best sunscreens contain the active ingredient Titanium Dioxide or Zinc Oxide-they give you the highest protection, but leave your skin a chalky white. I have always worn hats all my life as my fair skin never liked the sun, but my other family members did not and now must wear both a good sunscreen and a hat.

It is worth every cent you spend on a good sunscreen that is recommended by a dermatologist, and our dermatologist recommended this TIZO brand. We were told if you don't see the active ingredient of Zinc Oxide or Titanium Dioxide, keep looking. This Tizo Age Defying Fusion has Zinc Oxide and gives a high protection against the sun's rays, as I burn very easily and I didn't burn at all wearing this in one afternoon. What I like best about this TIZO, is that it is tinted and doesn't leave you looking chalky white. Great protection from the sun's damaging rays and not going on your skin chalky white, makes this a 5 STAR Sunscreen."
457400,5,"I like this...it's much less expensive than the better-known one.  It takes longer to use, each sessions, but I'm happy with the results.  And it's MUCH less expensive...did I say that?"
343502,5,"Needs more scrubbing power."
243686,5,"LOVE this color."
3135,5,"5 Stars because there were no issues & I am glad to get this nailpolish so conveniently through Amazon."
545097,5,"I wasn't sure what to expect as although I've loved everything I've ever tried from Oribe, I associate it more with haircare than with beauty.  Moreover, red has historically not been my goto lip shade and when I have gone red, I have been used to choosing among many shades of red to find the one that it the best match with my personal coloring.  I was a bit thrown by a line that only has one shade of red (""The Red"") and only 6 shades total.

Turns out I needn't be.  I'm not sure if this will be the case with everyone, but I found this shade of red quite flattering with my medium, neutral toned skin and ashy blonde hair.  I have dry lips and also found this to be creamy and forgiving.  It doesn't accentuate lines and when worn over liner I find I can get a few hours of wear out of this.  I definitely wouldn't confuse it with a long wear lipstick, but it's on par with the typical lipsticks I own.  Typically Bite has been my go-to brand for lipsticks but now I'm definitely curious to try other shades in the Oribe line."
543219,4,"Decent cream, thick..."
236002,3,"Almost to thick to force from tub."
475978,5,"Its very runny and tends to drip down my hand and get into my fingers so it's very messy to apply. I do like it though! It looks great on!"
563352,5,"Excellent!"
516525,5,"Great product. Moisturizes really well and though I didn't notice a marked difference in redness, I didn't have much to begin with. Would buy again!"
474686,5,"I use this when I do not have time to wash my hair and it certainly makes my hair look and smell like it was freshly washed"
235663,5,"This has made noticeable improvement in my skin. Not incredible, but noticeable. Happy with the product."
209130,5,"Love this makeup.  It doesn't get oily on your skin at all, all day long.  Super price and lasts a long time.  I'll use it forever!"
19301,5,"This is the softest gel for my hair out there.  It really holds too.  Even my husband uses this as regular gel."
314106,5,"I like it this lipstick. It smells berry,lips after using lipstick perfect."
488223,5,"OK, not really, but this stuff is AWESOME!  Not only do I love the smell, so does everyone else.  I've gotten so many compliments on this cologne.  I swear if I wasn't so ugly this stuff would get me lucky all the freaking time."
12901,5,"great product"
